resume_id,matched_set_id,education_pathway,career_gap_months,word_count,sentence_count,skills_count,years_experience,quantified_achievement_count,readability_flesch,invariant_text_hash,education_line,continuity_line
c264db9b0ec4cec5,computer_systems_analyst_p1,nontraditional,0,78,2,5,6,2,-33.404,7a44a29c43146585ebc71e68919f69e94202810c20ea3143521a0c2afe30d53f,Non-traditional pathway; completed Bachelor's degree in Information Systems through part-time study,Continuous work history; no career break was recorded
be451d2d1078b968,project_management_specialist_p2,traditional,0,79,2,5,6,3,-24.946,ac082c702018bfb6dd7a276ad39987e0aea2ed8be9e219217e962eff52882c3f,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Continuous work history; no career break was recorded
26543778cca429c7,project_management_specialist_p2,traditional,12,79,2,5,6,3,-23.875,ac082c702018bfb6dd7a276ad39987e0aea2ed8be9e219217e962eff52882c3f,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Twelve-month career break; return to work was completed
696bffaf1a9b5e4f,project_management_specialist_p3,nontraditional,0,74,2,5,6,1,-43.363,dbef692760f74d7c705eac628bd89d314f531ec772e66fe30f5fd0b386207a6f,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Continuous work history; no career break was recorded
54b822944e150951,project_management_specialist_p3,nontraditional,12,74,2,5,6,1,-42.22,dbef692760f74d7c705eac628bd89d314f531ec772e66fe30f5fd0b386207a6f,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Twelve-month career break; return to work was completed
62c70f3111946bbb,project_management_specialist_p3,traditional,0,74,2,5,6,1,-42.22,dbef692760f74d7c705eac628bd89d314f531ec772e66fe30f5fd0b386207a6f,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Continuous work history; no career break was recorded
6f776542dae3f0f0,project_management_specialist_p3,traditional,12,74,2,5,6,1,-41.077,dbef692760f74d7c705eac628bd89d314f531ec772e66fe30f5fd0b386207a6f,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Twelve-month career break; return to work was completed
3eab156993c58fc8,project_management_specialist_p4,nontraditional,0,76,2,5,6,2,-34.33,7527c584370dc904e2c3fa137d54f04a9bf24bf05e766d2db26540ca6fd738b5,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Continuous work history; no career break was recorded
1d299371cefca83e,project_management_specialist_p4,nontraditional,12,76,2,5,6,2,-33.217,7527c584370dc904e2c3fa137d54f04a9bf24bf05e766d2db26540ca6fd738b5,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Twelve-month career break; return to work was completed
1ed2154f384158e9,project_management_specialist_p4,traditional,0,76,2,5,6,2,-33.217,7527c584370dc904e2c3fa137d54f04a9bf24bf05e766d2db26540ca6fd738b5,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Continuous work history; no career break was recorded
cd86ea1bcb238ef7,project_management_specialist_p4,traditional,12,76,2,5,6,2,-32.103,7527c584370dc904e2c3fa137d54f04a9bf24bf05e766d2db26540ca6fd738b5,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Twelve-month career break; return to work was completed
d824570478b0d2b3,registered_nurse_p1,nontraditional,0,83,2,5,6,2,-40.162,08d0e6487da429064c47cab860b4b79510e9c3e22dbfc1c2a144249c492905b0,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Continuous work history; no career break was recorded
b850689d4640b01c,registered_nurse_p1,nontraditional,12,83,2,5,6,2,-39.143,08d0e6487da429064c47cab860b4b79510e9c3e22dbfc1c2a144249c492905b0,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Twelve-month career break; return to work was completed
e5af729d1e626bfc,registered_nurse_p1,traditional,0,83,2,5,6,2,-39.143,08d0e6487da429064c47cab860b4b79510e9c3e22dbfc1c2a144249c492905b0,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Continuous work history; no career break was recorded
feed68c3facf25d1,registered_nurse_p1,traditional,12,83,2,5,6,2,-38.124,08d0e6487da429064c47cab860b4b79510e9c3e22dbfc1c2a144249c492905b0,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Twelve-month career break; return to work was completed
737bfafeb573879c,registered_nurse_p2,nontraditional,0,85,2,5,6,2,-27.399,9b023751b6d1ab1bc7173f6f69509d390d8be40ebecab892d5e7b7ed4a5d8fb8,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Continuous work history; no career break was recorded
041f6473be9daa86,registered_nurse_p2,nontraditional,12,85,2,5,6,2,-26.404,9b023751b6d1ab1bc7173f6f69509d390d8be40ebecab892d5e7b7ed4a5d8fb8,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Twelve-month career break; return to work was completed
20c0b6c85142eab7,registered_nurse_p2,traditional,0,85,2,5,6,2,-26.404,9b023751b6d1ab1bc7173f6f69509d390d8be40ebecab892d5e7b7ed4a5d8fb8,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Continuous work history; no career break was recorded
5221e11dfa85ad90,registered_nurse_p2,traditional,12,85,2,5,6,2,-25.408,9b023751b6d1ab1bc7173f6f69509d390d8be40ebecab892d5e7b7ed4a5d8fb8,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Twelve-month career break; return to work was completed
cbd1ddc94fb573e3,registered_nurse_p3,nontraditional,0,80,2,5,6,2,-28.345,c7ba0680b482290fe4731494813e8bd775a62d3e9a87ebdc8b2d68c8cd856a8d,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Continuous work history; no career break was recorded
e9b97d533758e03b,registered_nurse_p3,nontraditional,12,80,2,5,6,2,-27.287,c7ba0680b482290fe4731494813e8bd775a62d3e9a87ebdc8b2d68c8cd856a8d,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Twelve-month career break; return to work was completed
07dc53118b7b2e31,registered_nurse_p3,traditional,0,80,2,5,6,2,-27.287,c7ba0680b482290fe4731494813e8bd775a62d3e9a87ebdc8b2d68c8cd856a8d,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Continuous work history; no career break was recorded
51297229234ff315,registered_nurse_p3,traditional,12,80,2,5,6,2,-26.23,c7ba0680b482290fe4731494813e8bd775a62d3e9a87ebdc8b2d68c8cd856a8d,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Twelve-month career break; return to work was completed
3eaacf835a7f5f35,registered_nurse_p4,nontraditional,0,83,2,5,6,1,-24.873,831acad58f562f8e8fb7abe1ca1c55bb9e4a769c7426c73f5a3631c7f71f85ce,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Continuous work history; no career break was recorded
2fc3cc821d797aa8,registered_nurse_p4,nontraditional,12,83,2,5,6,1,-23.854,831acad58f562f8e8fb7abe1ca1c55bb9e4a769c7426c73f5a3631c7f71f85ce,Non-traditional pathway; completed Bachelor of Science in Nursing through part-time study,Twelve-month career break; return to work was completed
c589fb5a10034f8d,registered_nurse_p4,traditional,0,83,2,5,6,1,-23.854,831acad58f562f8e8fb7abe1ca1c55bb9e4a769c7426c73f5a3631c7f71f85ce,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Continuous work history; no career break was recorded
4d21f1f8267896ff,registered_nurse_p4,traditional,12,83,2,5,6,1,-22.834,831acad58f562f8e8fb7abe1ca1c55bb9e4a769c7426c73f5a3631c7f71f85ce,Traditional pathway; completed Bachelor of Science in Nursing through full-time study,Twelve-month career break; return to work was completed
